Table Names;response_date;user_id;nps_rating
mobile.csv;02.11.2020;12565;7
mobile.csv;30.11.2020;31662;7
mobile.csv;06.11.2020;24790;3
mobile.csv;01.12.2020;46495;10
mobile.csv;05.11.2020;11581;1
mobile.csv;01.11.2020;14275;6
mobile.csv;08.12.2020;49885;6
mobile.csv;11.12.2020;18073;7
mobile.csv;09.12.2020;32877;8
mobile.csv;08.11.2020;26848;4
mobile.csv;08.11.2020;32496;9
mobile.csv;26.12.2020;20295;7
mobile.csv;09.11.2020;44375;4
mobile.csv;30.11.2020;47554;7
mobile.csv;14.11.2020;32852;7
mobile.csv;29.10.2020;25535;4
mobile.csv;11.12.2020;31622;10
mobile.csv;22.10.2020;24569;5
mobile.csv;18.10.2020;31255;10
mobile.csv;23.10.2020;17673;7
mobile.csv;01.11.2020;14008;9
mobile.csv;13.12.2020;15877;8
mobile.csv;04.11.2020;46692;6
mobile.csv;30.11.2020;16426;4
mobile.csv;30.12.2020;32392;6
mobile.csv;29.11.2020;14870;4
mobile.csv;19.10.2020;36083;7
mobile.csv;31.10.2020;49405;4
mobile.csv;27.10.2020;30747;5
mobile.csv;02.11.2020;17474;9
mobile.csv;07.11.2020;40359;10
mobile.csv;06.12.2020;40246;6
mobile.csv;04.12.2020;39445;8
mobile.csv;07.11.2020;11034;7
mobile.csv;14.10.2020;33997;2
mobile.csv;13.11.2020;38920;5
mobile.csv;16.10.2020;24233;5
mobile.csv;01.10.2020;46694;7
mobile.csv;04.10.2020;17766;10
mobile.csv;19.12.2020;19489;7
mobile.csv;14.12.2020;23176;8
mobile.csv;06.11.2020;22160;6
mobile.csv;28.11.2020;18336;10
mobile.csv;04.11.2020;32267;6
mobile.csv;01.12.2020;18630;10
mobile.csv;19.11.2020;41984;7
mobile.csv;14.12.2020;23248;6
mobile.csv;23.10.2020;38575;9
mobile.csv;12.10.2020;26269;7
mobile.csv;15.12.2020;36662;3
mobile.csv;19.11.2020;19083;5
mobile.csv;21.11.2020;41401;7
mobile.csv;24.10.2020;33062;7
mobile.csv;08.11.2020;25817;8
mobile.csv;23.10.2020;21416;5
mobile.csv;31.12.2020;28192;7
mobile.csv;09.10.2020;41277;8
mobile.csv;27.10.2020;27551;8
mobile.csv;29.12.2020;23955;7
mobile.csv;09.12.2020;24562;7
mobile.csv;06.10.2020;19320;7
mobile.csv;25.11.2020;40223;5
mobile.csv;02.12.2020;18644;7
mobile.csv;23.10.2020;44109;5
mobile.csv;26.10.2020;30156;7
mobile.csv;04.11.2020;31270;7
mobile.csv;14.12.2020;17102;10
mobile.csv;26.12.2020;29881;7
mobile.csv;22.11.2020;19905;10
mobile.csv;21.11.2020;32846;10
mobile.csv;22.11.2020;30588;7
mobile.csv;20.10.2020;39211;3
mobile.csv;10.11.2020;42139;9
mobile.csv;05.10.2020;13303;7
mobile.csv;26.11.2020;31372;5
mobile.csv;27.10.2020;43034;6
mobile.csv;24.11.2020;24628;10
mobile.csv;15.12.2020;42495;3
mobile.csv;26.10.2020;26841;10
mobile.csv;04.11.2020;38099;10
mobile.csv;31.12.2020;16379;9
mobile.csv;10.10.2020;33492;10
mobile.csv;23.12.2020;41476;2
mobile.csv;06.11.2020;11013;9
mobile.csv;29.11.2020;33040;7
mobile.csv;22.10.2020;37077;7
mobile.csv;25.12.2020;49027;10
mobile.csv;20.12.2020;39924;7
mobile.csv;04.12.2020;37932;10
mobile.csv;26.10.2020;23413;9
mobile.csv;31.10.2020;27417;4
mobile.csv;06.11.2020;41279;9
mobile.csv;22.11.2020;16702;10
mobile.csv;09.10.2020;34579;1
mobile.csv;07.10.2020;16605;5
mobile.csv;05.10.2020;31993;8
mobile.csv;13.12.2020;36473;6
mobile.csv;27.10.2020;22304;8
mobile.csv;20.12.2020;35499;5
mobile.csv;21.10.2020;45349;8
mobile.csv;20.11.2020;34872;6
mobile.csv;19.10.2020;42506;6
mobile.csv;12.12.2020;43815;7
mobile.csv;04.12.2020;30522;10
mobile.csv;25.10.2020;48989;5
mobile.csv;17.12.2020;29571;8
mobile.csv;19.12.2020;30817;5
mobile.csv;31.10.2020;25497;8
mobile.csv;01.11.2020;15704;5
mobile.csv;19.11.2020;13774;7
mobile.csv;04.11.2020;10184;3
mobile.csv;30.10.2020;45931;7
mobile.csv;12.10.2020;25349;6
mobile.csv;18.11.2020;35893;7
mobile.csv;23.10.2020;31761;3
mobile.csv;16.10.2020;16249;3
mobile.csv;04.11.2020;26006;8
mobile.csv;18.11.2020;12573;9
mobile.csv;01.10.2020;32074;6
mobile.csv;11.10.2020;30917;9
mobile.csv;07.10.2020;34681;4
mobile.csv;10.10.2020;18590;8
mobile.csv;06.11.2020;18188;5
mobile.csv;04.10.2020;27778;2
mobile.csv;25.11.2020;24864;2
mobile.csv;26.12.2020;22059;9
mobile.csv;31.12.2020;26590;5
mobile.csv;24.12.2020;26813;7
mobile.csv;15.11.2020;43061;5
mobile.csv;27.11.2020;26626;4
mobile.csv;07.11.2020;24103;5
mobile.csv;16.10.2020;18088;6
mobile.csv;04.11.2020;49239;9
mobile.csv;11.11.2020;33186;8
mobile.csv;17.11.2020;26105;3
mobile.csv;09.10.2020;43176;10
mobile.csv;06.10.2020;18625;9
mobile.csv;23.11.2020;31697;5
mobile.csv;02.10.2020;25739;8
mobile.csv;29.10.2020;15898;10
mobile.csv;02.12.2020;45170;1
mobile.csv;08.10.2020;12012;2
mobile.csv;21.11.2020;24565;6
mobile.csv;17.11.2020;24685;5
mobile.csv;29.12.2020;39541;8
mobile.csv;02.10.2020;22263;3
mobile.csv;04.10.2020;41997;3
mobile.csv;29.12.2020;28940;7
mobile.csv;28.11.2020;21101;4
mobile.csv;06.10.2020;49634;3
mobile.csv;18.10.2020;47728;5
mobile.csv;09.10.2020;46878;7
mobile.csv;25.12.2020;14901;8
mobile.csv;17.12.2020;20211;7
mobile.csv;18.11.2020;17458;10
mobile.csv;04.10.2020;49989;9
mobile.csv;06.10.2020;44825;9
mobile.csv;13.11.2020;13040;9
mobile.csv;04.11.2020;46561;4
mobile.csv;12.11.2020;30658;8
mobile.csv;17.10.2020;13715;8
mobile.csv;17.12.2020;42544;1
mobile.csv;13.10.2020;46715;1
mobile.csv;28.10.2020;47814;8
mobile.csv;29.11.2020;41416;8
mobile.csv;03.11.2020;42271;9
mobile.csv;07.11.2020;15974;6
mobile.csv;30.11.2020;25540;7
mobile.csv;24.10.2020;16362;6
mobile.csv;31.10.2020;21511;7
mobile.csv;31.12.2020;24848;5
mobile.csv;07.12.2020;31322;9
mobile.csv;03.11.2020;32096;1
mobile.csv;14.11.2020;35024;8
mobile.csv;18.12.2020;30223;5
mobile.csv;03.10.2020;24811;8
mobile.csv;16.12.2020;30667;6
mobile.csv;13.12.2020;46679;5
mobile.csv;07.12.2020;42104;8
mobile.csv;19.12.2020;40555;2
mobile.csv;05.10.2020;33450;7
mobile.csv;30.10.2020;38979;5
mobile.csv;20.12.2020;33295;9
mobile.csv;13.11.2020;20399;8
mobile.csv;16.10.2020;11903;9
mobile.csv;24.11.2020;16899;8
mobile.csv;21.10.2020;49702;8
mobile.csv;05.11.2020;15229;9
mobile.csv;01.11.2020;39160;9
mobile.csv;17.12.2020;45250;7
mobile.csv;14.12.2020;39556;10
mobile.csv;24.10.2020;33578;10
mobile.csv;10.12.2020;13451;9
mobile.csv;27.12.2020;36728;5
mobile.csv;18.10.2020;18807;6
mobile.csv;02.10.2020;46201;7
mobile.csv;15.11.2020;20279;7
mobile.csv;07.12.2020;47869;9
mobile.csv;31.12.2020;12099;9
mobile.csv;19.11.2020;41481;7
mobile.csv;09.10.2020;39788;7
mobile.csv;03.12.2020;45698;10
mobile.csv;10.11.2020;25538;5
mobile.csv;08.12.2020;10465;9
mobile.csv;08.12.2020;21831;4
mobile.csv;27.12.2020;15274;3
mobile.csv;08.10.2020;45654;1
mobile.csv;21.11.2020;25030;9
mobile.csv;13.10.2020;43264;7
mobile.csv;29.10.2020;20793;9
mobile.csv;27.12.2020;10972;5
mobile.csv;11.10.2020;48549;7
mobile.csv;08.10.2020;12049;10
mobile.csv;30.11.2020;20274;3
mobile.csv;11.12.2020;24608;8
mobile.csv;02.12.2020;22571;8
mobile.csv;22.10.2020;10667;7
mobile.csv;27.11.2020;28836;8
mobile.csv;26.11.2020;44480;7
mobile.csv;24.11.2020;27632;2
mobile.csv;11.11.2020;37379;9
mobile.csv;17.10.2020;17128;7
mobile.csv;09.10.2020;23705;7
mobile.csv;31.12.2020;25752;7
mobile.csv;02.12.2020;12075;3
mobile.csv;12.10.2020;24756;1
mobile.csv;01.12.2020;10683;10
mobile.csv;25.10.2020;22932;5
mobile.csv;03.10.2020;28452;7
mobile.csv;09.12.2020;48785;8
mobile.csv;07.12.2020;49760;4
mobile.csv;14.10.2020;21723;7
mobile.csv;20.11.2020;40536;8
mobile.csv;19.12.2020;43595;7
mobile.csv;23.11.2020;22329;7
mobile.csv;29.10.2020;42320;8
mobile.csv;14.10.2020;21075;9
mobile.csv;18.11.2020;45914;8
mobile.csv;17.10.2020;43421;10
mobile.csv;16.12.2020;16351;9
mobile.csv;31.12.2020;35727;8
mobile.csv;03.11.2020;34922;3
mobile.csv;14.11.2020;28046;6
mobile.csv;02.11.2020;21106;6
mobile.csv;20.11.2020;45713;4
mobile.csv;07.12.2020;15259;7
mobile.csv;24.12.2020;21090;7
mobile.csv;02.10.2020;20174;4
mobile.csv;31.10.2020;22058;7
mobile.csv;15.10.2020;42648;7
mobile.csv;05.12.2020;22196;5
mobile.csv;14.12.2020;20287;7
mobile.csv;01.11.2020;13200;1
mobile.csv;09.11.2020;39651;7
mobile.csv;16.11.2020;17416;9
mobile.csv;29.10.2020;49593;7
mobile.csv;06.11.2020;23617;10
mobile.csv;06.10.2020;24038;7
mobile.csv;28.11.2020;10111;7
mobile.csv;08.12.2020;14743;7
mobile.csv;20.12.2020;21925;7
mobile.csv;21.11.2020;43332;8
mobile.csv;07.12.2020;47355;5
mobile.csv;13.11.2020;23078;10
mobile.csv;29.11.2020;46893;7
mobile.csv;07.12.2020;11812;8
mobile.csv;28.10.2020;36556;8
mobile.csv;12.12.2020;39598;10
mobile.csv;21.11.2020;19302;1
mobile.csv;31.12.2020;21372;4
mobile.csv;03.10.2020;10010;6
mobile.csv;08.11.2020;15319;7
mobile.csv;03.10.2020;35397;8
mobile.csv;30.11.2020;44184;7
mobile.csv;26.11.2020;28849;7
mobile.csv;21.11.2020;39094;9
mobile.csv;08.12.2020;18295;9
mobile.csv;16.12.2020;11030;10
mobile.csv;01.11.2020;10473;6
mobile.csv;26.12.2020;19084;1
mobile.csv;03.11.2020;38200;8
mobile.csv;29.11.2020;17106;8
mobile.csv;08.11.2020;10245;5
mobile.csv;16.10.2020;30150;9
mobile.csv;21.11.2020;28132;5
mobile.csv;05.10.2020;32659;5
mobile.csv;05.12.2020;15591;7
mobile.csv;24.11.2020;37199;10
mobile.csv;19.11.2020;37742;8
mobile.csv;08.12.2020;43782;1
mobile.csv;10.10.2020;36205;10
mobile.csv;03.12.2020;45695;6
mobile.csv;22.10.2020;11800;9
mobile.csv;22.12.2020;11899;8
mobile.csv;31.12.2020;12415;5
mobile.csv;11.12.2020;29667;7
mobile.csv;14.10.2020;44428;8
mobile.csv;04.10.2020;27297;7
mobile.csv;08.11.2020;24784;4
mobile.csv;31.12.2020;48658;7
mobile.csv;22.10.2020;14770;6
mobile.csv;18.10.2020;46577;8
mobile.csv;02.10.2020;39630;7
mobile.csv;04.11.2020;17333;9
mobile.csv;06.10.2020;15713;6
mobile.csv;14.10.2020;48076;7
mobile.csv;11.10.2020;23424;7
mobile.csv;23.10.2020;45254;7
mobile.csv;17.12.2020;38880;10
mobile.csv;10.12.2020;19690;7
mobile.csv;05.12.2020;35676;8
mobile.csv;29.12.2020;25053;7
mobile.csv;25.10.2020;33358;9
mobile.csv;20.11.2020;22764;8
mobile.csv;23.10.2020;44163;7
mobile.csv;28.12.2020;20616;9
mobile.csv;26.12.2020;33555;10
mobile.csv;01.10.2020;27928;8
mobile.csv;02.12.2020;19011;7
mobile.csv;13.11.2020;10205;2
mobile.csv;06.12.2020;20372;9
mobile.csv;13.10.2020;26245;6
mobile.csv;26.10.2020;11069;6
mobile.csv;30.12.2020;13581;7
mobile.csv;02.11.2020;10744;8
mobile.csv;02.10.2020;26196;5
mobile.csv;25.12.2020;42293;10
mobile.csv;30.11.2020;30686;7
mobile.csv;23.11.2020;38833;7
mobile.csv;08.11.2020;18365;7
mobile.csv;16.11.2020;37893;7
mobile.csv;07.11.2020;21774;10
mobile.csv;25.12.2020;31242;7
mobile.csv;25.12.2020;25940;7
mobile.csv;30.12.2020;41269;1
mobile.csv;03.10.2020;36006;9
mobile.csv;20.11.2020;46167;10
mobile.csv;25.10.2020;11208;2
mobile.csv;08.10.2020;12835;3
mobile.csv;12.10.2020;45015;8
mobile.csv;13.11.2020;21435;9
mobile.csv;13.10.2020;27731;7
mobile.csv;18.10.2020;21532;7
mobile.csv;08.12.2020;24354;5
mobile.csv;06.12.2020;36720;10
mobile.csv;13.11.2020;15139;7
mobile.csv;03.11.2020;14041;7
mobile.csv;09.11.2020;33379;7
mobile.csv;11.10.2020;17770;7
mobile.csv;25.12.2020;23220;7
mobile.csv;26.11.2020;37048;7
mobile.csv;04.12.2020;44850;8
mobile.csv;05.12.2020;41943;7
mobile.csv;05.10.2020;12551;6
mobile.csv;31.12.2020;17396;5
mobile.csv;12.10.2020;25542;5
mobile.csv;12.12.2020;43459;5
mobile.csv;20.10.2020;42243;7
mobile.csv;18.12.2020;23631;8
mobile.csv;03.10.2020;42298;5
mobile.csv;27.12.2020;11358;7
mobile.csv;11.12.2020;19983;1
mobile.csv;05.12.2020;21540;10
mobile.csv;18.11.2020;36674;1
mobile.csv;23.11.2020;17995;7
mobile.csv;17.12.2020;39893;8
mobile.csv;25.10.2020;40986;9
mobile.csv;12.11.2020;19329;6
mobile.csv;13.11.2020;36939;10
mobile.csv;11.11.2020;11136;3
mobile.csv;08.10.2020;27464;5
mobile.csv;06.10.2020;12253;7
mobile.csv;13.12.2020;19459;10
mobile.csv;19.12.2020;44701;7
mobile.csv;10.11.2020;43505;4
mobile.csv;10.12.2020;38474;4
mobile.csv;24.11.2020;12319;3
mobile.csv;09.10.2020;49738;3
mobile.csv;03.11.2020;33482;10
mobile.csv;23.10.2020;24695;2
mobile.csv;09.10.2020;31449;1
mobile.csv;01.10.2020;22194;6
mobile.csv;18.10.2020;20063;9
mobile.csv;26.12.2020;41103;7
mobile.csv;22.10.2020;38483;6
mobile.csv;18.12.2020;10848;5
mobile.csv;16.10.2020;39597;7
mobile.csv;16.10.2020;13068;9
mobile.csv;24.11.2020;38475;5
mobile.csv;12.11.2020;11593;8
mobile.csv;21.10.2020;20116;5
mobile.csv;21.12.2020;31067;1
mobile.csv;17.12.2020;30012;2
mobile.csv;02.12.2020;32987;6
mobile.csv;31.12.2020;23519;9
mobile.csv;03.11.2020;44931;6
mobile.csv;12.10.2020;23585;4
mobile.csv;04.12.2020;12524;10
mobile.csv;21.12.2020;11547;5
mobile.csv;22.12.2020;17871;7
mobile.csv;07.11.2020;30897;7
mobile.csv;11.10.2020;32367;10
mobile.csv;12.10.2020;19409;8
mobile.csv;12.11.2020;41028;7
mobile.csv;01.12.2020;34450;2
mobile.csv;13.11.2020;43101;7
mobile.csv;04.12.2020;34016;1
mobile.csv;09.11.2020;42338;7
mobile.csv;30.11.2020;27009;6
mobile.csv;28.11.2020;48191;7
mobile.csv;18.12.2020;17029;10
mobile.csv;03.12.2020;35977;2
mobile.csv;21.11.2020;28566;2
mobile.csv;03.10.2020;15985;7
mobile.csv;18.12.2020;24426;8
mobile.csv;27.12.2020;41955;5
mobile.csv;28.11.2020;40077;10
mobile.csv;15.10.2020;11228;4
mobile.csv;24.10.2020;42055;0
mobile.csv;26.12.2020;10772;8
mobile.csv;03.12.2020;31361;8
mobile.csv;25.11.2020;39805;3
mobile.csv;12.12.2020;30997;7
mobile.csv;22.11.2020;11894;10
mobile.csv;27.10.2020;18597;7
mobile.csv;05.12.2020;40945;1
mobile.csv;25.12.2020;29797;8
mobile.csv;15.10.2020;27210;10
mobile.csv;20.10.2020;12914;9
mobile.csv;03.11.2020;33943;9
mobile.csv;13.10.2020;11555;7
mobile.csv;02.12.2020;44214;7
mobile.csv;23.11.2020;21199;5
mobile.csv;11.11.2020;29442;8
mobile.csv;28.10.2020;23865;4
mobile.csv;14.11.2020;44668;8
mobile.csv;09.10.2020;27783;1
mobile.csv;25.12.2020;17008;7
mobile.csv;27.12.2020;30742;8
mobile.csv;24.12.2020;35845;10
mobile.csv;30.12.2020;12869;5
mobile.csv;30.12.2020;35534;10
mobile.csv;28.10.2020;46503;6
mobile.csv;09.11.2020;13147;3
mobile.csv;15.11.2020;43181;7
mobile.csv;28.12.2020;47846;9
mobile.csv;24.10.2020;32916;7
mobile.csv;18.10.2020;12523;8
mobile.csv;13.12.2020;39524;5
mobile.csv;22.10.2020;43743;3
mobile.csv;07.11.2020;22782;1
mobile.csv;02.10.2020;13667;4
mobile.csv;18.11.2020;37903;5
mobile.csv;20.12.2020;33343;7
mobile.csv;17.12.2020;13533;6
mobile.csv;11.11.2020;44031;8
mobile.csv;02.11.2020;26768;10
mobile.csv;02.10.2020;10545;7
mobile.csv;25.10.2020;36778;9
mobile.csv;17.10.2020;13851;7
mobile.csv;26.12.2020;10815;5
mobile.csv;01.11.2020;10468;7
mobile.csv;21.12.2020;16739;7
mobile.csv;01.11.2020;25031;7
mobile.csv;23.12.2020;24468;10
mobile.csv;31.12.2020;48922;9
mobile.csv;15.10.2020;29663;7
mobile.csv;02.10.2020;25838;9
mobile.csv;13.12.2020;25624;10
mobile.csv;24.11.2020;10084;7
mobile.csv;26.10.2020;32750;8
mobile.csv;08.10.2020;48197;8
mobile.csv;07.11.2020;28265;0
mobile.csv;04.11.2020;24430;4
mobile.csv;16.11.2020;49746;9
mobile.csv;11.12.2020;36516;3
mobile.csv;03.11.2020;35686;3
mobile.csv;09.12.2020;35021;7
mobile.csv;27.10.2020;12500;8
mobile.csv;11.12.2020;41049;5
mobile.csv;02.12.2020;31011;2
mobile.csv;22.12.2020;46298;10
mobile.csv;29.12.2020;48031;8
mobile.csv;28.11.2020;10061;6
mobile.csv;14.11.2020;37375;8
mobile.csv;03.11.2020;41956;8
mobile.csv;04.11.2020;38014;7
mobile.csv;06.12.2020;47101;8
mobile.csv;09.10.2020;21691;5
mobile.csv;29.11.2020;17844;7
mobile.csv;09.12.2020;39542;8
mobile.csv;31.10.2020;20017;7
mobile.csv;10.12.2020;18967;9
mobile.csv;07.10.2020;47925;5
mobile.csv;03.11.2020;33826;9
mobile.csv;09.10.2020;12788;7
mobile.csv;27.10.2020;49562;7
mobile.csv;19.10.2020;23124;0
mobile.csv;11.10.2020;47823;6
mobile.csv;07.11.2020;27211;7
mobile.csv;03.11.2020;43624;7
mobile.csv;21.12.2020;37210;5
mobile.csv;27.12.2020;25094;7
mobile.csv;18.12.2020;26322;6
mobile.csv;06.10.2020;35179;4
mobile.csv;03.11.2020;28950;8
mobile.csv;26.12.2020;16074;10
mobile.csv;14.12.2020;31496;9
mobile.csv;06.11.2020;13822;3
mobile.csv;15.11.2020;30028;7
mobile.csv;14.10.2020;38572;9
mobile.csv;16.10.2020;36614;5
mobile.csv;18.12.2020;44338;10
mobile.csv;14.11.2020;47164;7
mobile.csv;11.12.2020;41681;6
mobile.csv;26.10.2020;38308;7
mobile.csv;04.12.2020;47993;7
mobile.csv;08.10.2020;19366;8
mobile.csv;21.10.2020;43617;10
mobile.csv;17.11.2020;10709;3
mobile.csv;16.10.2020;26022;7
mobile.csv;18.11.2020;46884;3
mobile.csv;24.12.2020;12816;9
mobile.csv;20.12.2020;22852;5
mobile.csv;22.12.2020;24529;8
mobile.csv;27.10.2020;41296;6
mobile.csv;21.10.2020;29293;3
mobile.csv;31.12.2020;46618;7
mobile.csv;04.10.2020;10370;7
mobile.csv;06.10.2020;38431;6
mobile.csv;06.10.2020;48737;2
mobile.csv;21.10.2020;43254;10
mobile.csv;24.11.2020;32727;7
mobile.csv;23.11.2020;21569;5
mobile.csv;01.11.2020;29528;7
mobile.csv;02.11.2020;31348;4
mobile.csv;11.11.2020;41624;3
mobile.csv;29.11.2020;29936;5
mobile.csv;10.11.2020;16069;7
mobile.csv;31.10.2020;24797;7
mobile.csv;23.11.2020;17607;7
mobile.csv;21.12.2020;29535;6
mobile.csv;18.11.2020;24335;8
mobile.csv;03.10.2020;23976;3
mobile.csv;17.12.2020;16619;8
mobile.csv;15.12.2020;46733;0
mobile.csv;03.12.2020;25559;6
mobile.csv;04.10.2020;20289;8
mobile.csv;05.10.2020;38517;5
mobile.csv;12.10.2020;40307;1
mobile.csv;24.11.2020;41020;7
mobile.csv;24.12.2020;20887;7
mobile.csv;12.10.2020;39809;7
mobile.csv;22.10.2020;34917;7
mobile.csv;30.10.2020;43984;3
mobile.csv;09.11.2020;49823;2
mobile.csv;28.11.2020;15817;2
mobile.csv;19.12.2020;26176;5
mobile.csv;04.10.2020;31474;8
mobile.csv;17.12.2020;18850;10
mobile.csv;28.11.2020;11489;8
mobile.csv;24.10.2020;31083;9
mobile.csv;17.12.2020;38520;5
mobile.csv;07.11.2020;15818;9
mobile.csv;23.10.2020;34637;10
mobile.csv;27.12.2020;29002;7
mobile.csv;02.10.2020;29642;7
mobile.csv;27.12.2020;36159;7
mobile.csv;24.12.2020;11838;5
mobile.csv;15.10.2020;43338;7
mobile.csv;20.10.2020;45440;6
mobile.csv;22.10.2020;17687;7
mobile.csv;05.11.2020;20857;6
mobile.csv;30.10.2020;11655;7
mobile.csv;20.12.2020;48596;8
mobile.csv;03.10.2020;39583;10
mobile.csv;11.12.2020;18430;0
mobile.csv;22.10.2020;13895;8
mobile.csv;14.12.2020;44389;5
mobile.csv;01.11.2020;20847;6
mobile.csv;31.12.2020;30740;5
mobile.csv;18.11.2020;14317;2
mobile.csv;31.10.2020;16283;7
mobile.csv;13.10.2020;15979;7
mobile.csv;20.11.2020;18436;8
mobile.csv;22.12.2020;13225;2
mobile.csv;19.12.2020;35261;7
mobile.csv;04.10.2020;11874;9
mobile.csv;20.11.2020;37653;5
mobile.csv;01.12.2020;34710;7
mobile.csv;18.10.2020;35986;3
mobile.csv;12.12.2020;19930;8
mobile.csv;22.10.2020;23295;3
mobile.csv;25.11.2020;24359;5
mobile.csv;23.10.2020;45426;1
mobile.csv;29.10.2020;15057;5
mobile.csv;25.10.2020;38835;5
mobile.csv;31.10.2020;13159;10
mobile.csv;28.10.2020;31881;1
mobile.csv;26.12.2020;47672;7
mobile.csv;07.10.2020;10274;9
mobile.csv;10.11.2020;26604;9
mobile.csv;25.12.2020;36041;3
mobile.csv;06.12.2020;23068;3
mobile.csv;29.11.2020;40844;4
mobile.csv;29.12.2020;34883;6
mobile.csv;03.12.2020;33787;6
mobile.csv;07.11.2020;20497;9
mobile.csv;27.12.2020;15419;10
mobile.csv;02.11.2020;20558;7
mobile.csv;22.10.2020;26236;3
mobile.csv;03.10.2020;28427;7
mobile.csv;13.12.2020;38735;2
mobile.csv;02.12.2020;22579;5
mobile.csv;29.11.2020;17250;4
mobile.csv;17.11.2020;49287;3
mobile.csv;19.11.2020;42590;5
mobile.csv;03.11.2020;21734;8
mobile.csv;29.11.2020;22541;10
mobile.csv;17.11.2020;16174;7
mobile.csv;20.11.2020;13919;2
mobile.csv;23.11.2020;27996;7
mobile.csv;14.12.2020;42832;7
mobile.csv;07.11.2020;18835;10
mobile.csv;19.10.2020;20812;5
mobile.csv;02.12.2020;17924;7
mobile.csv;12.10.2020;38549;10
mobile.csv;09.12.2020;26894;1
mobile.csv;09.10.2020;34935;2
mobile.csv;02.11.2020;48029;10
mobile.csv;29.12.2020;41441;8
mobile.csv;22.12.2020;18577;7
mobile.csv;17.10.2020;18461;7
mobile.csv;13.11.2020;31682;7
mobile.csv;28.10.2020;11968;10
mobile.csv;11.12.2020;40166;7
mobile.csv;05.10.2020;38108;7
mobile.csv;28.12.2020;28578;4
mobile.csv;15.10.2020;12718;8
mobile.csv;30.12.2020;46996;7
mobile.csv;09.11.2020;10243;3
mobile.csv;22.10.2020;47606;7
mobile.csv;19.10.2020;23878;10
mobile.csv;27.11.2020;49643;8
mobile.csv;16.12.2020;27838;1
